章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT003,Q0010,相続税・贈与税,配偶者の相続税額の軽減特例の適用について、正しくないものは次のうちどれですか。,相続人と事実上内縁関係にある者にも適用される,婚姻の届出から５年以上経過している場合に適用される,配偶者が遺贈により財産を取得した場合にも適用される,課税価格が1億6000万円を超える場合に限り適用される,適用を受けることで税額が発生しない場合には申告書の提出を要しない,3,配偶者が遺贈により財産を取得した場合にも適用される,正解は３。#被相続人の配偶者が相続または相続または遺贈により財産を取得した場合には、一定の金額について、相続税額が軽減される。#ただし、未分割の財産については原則として適用されず、また配偶者の課税価格の計算において隠蔽または仮装したものがある場合、その金額については適用されない。#なお、この規定の適用を受けるためには申告書の提出が必要である。
SECT003,Q0020,相続税・贈与税,相続税の未成年者控除について、誤っているものは次のうちどれですか。ただし、未成年者は全て被相続人の法定相続人であるものとする。,未成年のうち満18歳未満の者が適用対象,婚姻している未成年者も適用対象,養子である未成年者も適用対象,相続税の障害者控除の適用を受ける未成年者も適用対象,相続放棄した未成年者も一定の場合に適用対象,1,未成年のうち満18歳未満の者が適用対象,正解は１。#相続または遺贈により財産を取得した者が、居住または被居住の無制限納税義務者で被相続人の法定相続人に該当し、かつ20歳未満である場合には、その者の算出総増税額から未成年者控除額が控除される。
SECT003,Q0030,相続税・贈与税,相続税の申告・納付について、誤っているものは次のうちどれですか。,申告者の提出先は被相続人の死亡時の住所が国内にあるときにはその被相続人の住所地の所轄税務署長である,同一の被相続人から財産を取得した全ての者は原則として相続税額について互いに連帯納付の義務を負う,申告書の提出期限までに遺産分割協議が調わなかった時には納税が猶予される,金銭による一時納付を困難とする事由がある場合には一定の要件のもとで延納を申請可能,税額を過大に申告したときには一定の要件のもとで更正の請求をすることができる,3,申告書の提出期限までに遺産分割協議が調わなかった時には納税が猶予される,正解は３。#相続税の申告書は相続の開始があったことを知った日の翌日から10ヶ月以内に提出しなければならない。提出先は被相続人の住所地の所轄税務署長とされる。#同一の被相続人から相続または遺贈によって財産を取得した全ての者は、相続税額について互いに連帯納付の義務を負っている。#申告の提出期限までに相続財産全部または一部が分割されていないときは、その分割されていない財産について、各相続人等が民放の相続分等に従い、その財産を取得したものとして課税価格や税額を計算し、提出期限までに申告書を提出することとされている。#相続税額は金銭による一時納付が原則であるが、納付すべき税額が10万円を超え、一時納付を困難とする事由がある場合には、一定の要件のもとで延期を申請できる。
SECT003,Q0040,相続税・贈与税,相続により取得した宅地にかかる小規模宅地等の特例の適用について、誤っているものは次のうちどれですか。,特定居住用宅地等は総面積のうち240平方メートルまでの部分に評価減が適用される,特定事業用宅地等は総面積のうち400平方メートルまでの部分に評価減が適用される,特定居住用宅地等にかかる評価減の割合は80%までとされる,特定事業用宅地等にかかる評価減の割合は90%とされる,貸付事業用宅地等にかかる評価減の割合は50%とされる。,4,特定事業用宅地等にかかる評価減の割合は90%とされる,正解は４。#相続または遺贈により取得した財産のうちに、被相続人の事業や居住の用に供されていた宅地等で建物等の敷地の用に供されているものがある場合で、取得した相続人等が継続してその用途に用いるときは、次のそれぞれの区分に応じて計算された価額が相続税の課税価格に算入すべき金額となる。#・特定事業用宅地等・特定同族会社事業用宅地等・・・400平方メートルまでの部分につき、その宅地等の価額の20％相当額(80％相当額の減額)#・特定居住用宅地等・・・240平方メートルまでの部分につき、その宅地等の価額の20％相当額(80％相当額の減額)#・貸付事業宅地等・・・200平方メートルまでの部分につき、その宅地等の価額の50％相当額(50％相当額の減額)
SECT003,Q0050,相続税・贈与税,自用地評価額2000万円の貸家建付地の相続税評価額として、正しいものは次のうちどれですか。ただし、借地権割合は70%、借家権割合は30％、貸家の賃貸割合は100％とする。,420万円,600万円,980万円,1400万円,1580万円,5,1580万円,正解は５。#貸家建付地の評価方法の算式は以下の通り。#自用地評価額ー(自用地評価額x借地権割合x借家権割合x賃貸割合)
SECT003,Q0060,相続税・贈与税,同族株主が保有する取引相場のない株式の原則的な相続税評価について、誤っているものは次のうちどれですか。,「大会社」は類似業種比準価額方式により評価する,「中会社」は純資産価額方式と類似業種比準価額方式等の併用方式により評価する,「中会社」の評価における、いわゆるLの割合は、会社規模(総資産価額等や取引金額等)により設定されている,「小会社」は純資産価額方式により評価する,設立後3年未満の会社の株式は配当還元方式により評価する,5,設立後3年未満の会社の株式は配当還元方式により評価する,正解は５。#併用方式において使用される、いわゆるLの割合は、会社規模(総資産価額、従業員数)や取引金額に応じて設定されている。また、１株あたりの純資産価額は、相続税評価額により計算される金額である。#なお、取引相場のない株式を同族株主以外の株主等が取得した場合には、上記評価方法によらず、配当還元方式により評価する。また開業後3年未満の会社の株式については、その会社の規模に関わらず、その株式の純資産価額方式によって評価する。
SECT003,Q0070,相続税・贈与税,原則として、贈与とみなされる場合は、次のうちどれですか。,親族以外の第三者(個人)から無償で自動車を譲り受けた場合,社交上の香典(相当額)を受けた場合,扶養義務者から生活費として金銭(相当額)の贈与を受けた場合,法人からの金品の贈与を受けた場合,離婚による財産分与により、財産(相当額)を取得した場合,1,親族以外の第三者(個人)から無償で自動車を譲り受けた場合,正解は１。贈与税は原則として個人から贈与により取得した全ての財産で、均整で見積もることが可能な経済的価値があるものに対して課税される。ただし、法人からの贈与により取得した財産や婚姻の取消または離婚による財産分与によって取得した財産など、一定のものは贈与税の課税対象とはならない。
SECT003,Q0080,相続税・贈与税,贈与税の配偶者控除の適用要件について、誤っているものは次のうちどれですか。,婚姻期間が20年以上の配偶者からの贈与であること,贈与財産は居住用不動産または居住用不動産を取得するための金銭であること,贈与を受けた日の年齢が65歳以上の配偶者からの贈与であること,過去に同一の配偶者から受けた贈与について配偶者控除の適用を受けていないこと,贈与税の申告書を提出すること,3,贈与を受けた日の年齢が65歳以上の配偶者からの贈与であること,正解３。贈与税の配偶者控除とは、一定の要件のもとで、基礎控除110万円に先立って贈与財産の価額から最高2000万円までが控除されるという規定である。ただし、贈与の日において婚姻期間が20年以上の配偶者からの贈与であることなどの一定の要件がある。
SECT003,Q0090,相続税・贈与税,姉から土地を2000万円で譲り受けた。この土地の通常の取引価額は4500万円、相続税評価額は4200万円である。この取引において贈与とみなされる金額として正しいものは次のうちどれですか。,1100万円,1250万円,2200万円,2500万円,4500万円,4,2500万円,正解は４。#著しく低い対価で財産の譲渡を受けた場合には、その対価の額とその財産の時価との差額につき、贈与により取得したものとみなされる。ただし、その財産が土地等建物の場合には、その他以下の学徒通常取引価額との差額をもって、贈与により取得したものとみなされる。
SECT003,Q0100,相続税・贈与税,暦年課税方式による贈与税の申告・納付について、正しいものは次のうちどれですか。,申告書の提出先は贈与者の住所地を管轄する税務署長である,申告書の提出期限は翌年の2月1日から3月31日までである,贈与税の非課税財産であっても、非課税財産であることの確認を受けるために、申告書の提出が必要である,贈与財産の価額の合計額が基礎控除額を超えていない場合には、申告書の提出を要しない,税額を金銭で納付することを困難とする事由がある場合には物納を申請することができる,4,贈与財産の価額の合計額が基礎控除額を超えていない場合には、申告書の提出を要しない,正解は４。#暦年課税の贈与税では、贈与財産の課税価格が基礎控除額110万円を超える場合には、受贈者は贈与税の申告書を贈与を受けた年の翌年2月1日から3月15に地位までに原則として受贈者の住所地の所轄税務署長宛に提出しなければならない。#なお、納付すべき贈与税額10万円を超え、一定の要件を満たす場合には、年賦延納が認められているが、物納は認められていない。
